세부사업 코드,세부사업명,기관,지역,구분,분야(추정),성격,예산현액(억 원),집행액(억 원),온통청년 대응,대응 정책번호,대응 정책명,가장 가까운 후보,후보 유사도
5410000202630068,청년농업인 R&D 기술창업 통합관리 지원,경남창녕군,경남,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
543000020263005C,청년농업인 임대농장 조성,경남남해군,경남,지방,창업·농어업,기반·운영,2.0,0.0,있음,,,청년농업인 영농정착지원,0.72
5440000202530024,청년 농업인 생활기반(시설하우스) 지원사업,경남하동군,경남,지방,창업·농어업,기반·운영,2.0,1.55,있음,,,청년농업인 커뮤니티 활성화 지원,0.713
399000020223016C,청년마음건강센터,경기남양주시,경기,지방,문화·건강,기타,2.0,1.7,찾지 못함,,,청년층 정신건강 서비스 강화,0.564
4010000202530053,청년 엔지니어 육성,경기시흥시,경기,지방,정책기반,기타,2.0,2.0,찾지 못함,,,경기 청년기회 여행감독 육성 및 지원,0.541
3910000202130277,청년창업자 금융지원사업 운영,경기평택시,경기,지방,창업·농어업,대상자 지원,2.0,2.0,있음,20260326005400212292,2026년 평택시 청년창업자 금융지원사업,2026년 평택시 청년창업자 금융지원사업,1.12
4070000202630218,청년농업인 R&D 기술창업 통합관리 지원,경기이천시,경기,지방,창업·농어업,대상자 지원,2.0,2.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
57000002026300A0,청년농업인 R&D 기술창업 통합관리 지원,경기여주시,경기,지방,창업·농어업,대상자 지원,2.0,2.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
3860000202430515,청년 문화예술 패스,경기부천시,경기,지방,문화·건강,대상자 지원,2.0,2.0,찾지 못함,,,청년 융합기술 창업지원,0.495
3640000202630065,대전 청년내일가게 조성사업(시비),대전동구,대전,지방,정책기반,기반·운영,2.0,1.5,찾지 못함,,,청년도전지원사업,0.564
6470000202330026,경상북도청년홈페이지운영,경북본청,경북,지방,정책기반,기타,2.0,1.29,찾지 못함,,,2025년 청년도전 지원사업,0.52
64700002025300F2,경상북도청년박람회개최,경북본청,경북,지방,정책기반,기타,2.0,2.0,찾지 못함,,,청년 화합소통행사 개최지원,0.591
502000020193004F,청년농부창농기반구축(주민참여)<보조>,경북포항시,경북,지방,창업·농어업,기타,2.0,0.0,있음,20250903005400211621,청년농부 창농기반 구축,청년농부 창농기반 구축,1.12
50500002016301B4,대학일자리플러스센터 지원(국가직접지원),경북경주시,경북,지방,취업·일경험,대상자 지원,2.0,2.0,있음,,,대학일자리플러스센터 지원,0.92
5050000202230204,청년농부 창농기반 구축,경북경주시,경북,지방,창업·농어업,기타,2.0,2.0,있음,20250903005400211621,청년농부 창농기반 구축,청년농부 창농기반 구축,1.12
5050000202530111,청년자립마을 활성화 지원사업,경북경주시,경북,지방,금융·생활안정,대상자 지원,2.0,2.0,찾지 못함,,,2025년 청년도전 지원사업,0.691
508000020253016E,청년예술창업특구조성,경북구미시,경북,지방,창업·농어업,기반·운영,2.0,2.0,있음,,,청년예술 창업특구 조성사업,1.0
509000020263003A,청년스타트업 지원사업,경북영주시,경북,지방,창업·농어업,대상자 지원,2.0,2.0,있음,20250901005400211544,청년스타트업 지원,청년스타트업 지원,1.12
511000020263009C,[지]청년농업인기술창업지원,경북상주시,경북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,0.8
5130000202630097,(국비보조)청년농업인 R&D 기술창업 통합관리 지원,경북경산시,경북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
5100000202630014,도)청년자립마을활성화지원사업,경북영천시,경북,지방,금융·생활안정,대상자 지원,2.0,2.0,찾지 못함,,,2025년 청년도전 지원사업,0.665
5150000202530057,청년자립마을활성화지원(도비),경북의성군,경북,지방,금융·생활안정,대상자 지원,2.0,2.0,찾지 못함,,,자립준비청년 자립수당지원,0.642
51900002026300AD,청년농업인R&D기술창업통합관리지원사업,경북청도군,경북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
521000020213003D,청년농부창농기반구축사업,경북성주군,경북,지방,창업·농어업,기타,2.0,1.94,있음,20250903005400211621,청년농부 창농기반 구축,청년농부 창농기반 구축,1.12
5220000202630111,청년농업인 R&D 기술창업 통합관리 지원,경북칠곡군,경북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
6270000201630041,청년주간 개최,대구본청,대구,지방,정책기반,기타,2.0,1.9,있음,,,2025년 제11회 대구청년주간 개최,1.02
627000020253009C,사회적 고립청년 지원사업,대구본청,대구,지방,정책기반,대상자 지원,2.0,1.85,있음,20250220005400210474,대구광역시 사회적 고립청년 지원사업,대구광역시 사회적 고립청년 지원사업,1.12
3470000202230020,청년센터 운영,대구달서구,대구,지방,정책기반,기반·운영,2.0,2.0,있음,,,대구광역시 청년마음건강센터 운영,0.87
4681000202530141,전북 청년마을 만들기 사업,전북익산시,전북,지방,참여·권리,기타,2.0,1.0,있음,20250113005400210210,전북 청년마을 만들기,전북 청년마을 만들기,1.12
46910002026300D7,청년농업인 R&D 기술창업 통합관리 지원사업,전북정읍시,전북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
470000020233026F,전북 청년마을 만들기 사업,전북남원시,전북,지방,참여·권리,기타,2.0,1.0,있음,20250113005400210210,전북 청년마을 만들기,전북 청년마을 만들기,1.12
4711000202630058,청년창업공간 시설개선 지원사업(26년 지방소멸대응기금),전북김제시,전북,지방,창업·농어업,기반·운영,2.0,2.0,있음,,,청년창업농 영농정착지원사업,0.713
4711000202630059,김제 청년거주형 스테이케이션(26년 지방소멸대응기금),전북김제시,전북,지방,정책기반,기타,2.0,0.0,찾지 못함,,,청년문화예술주문배달서비스사업(청년예술 퀵),0.453
47110002026300C7,청년농업인 R&D 기술창업 통합관리 지원,전북김제시,전북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
4791000202630098,부안형 청년·신중년 AI기반 로컬창업 조성(2026),전북부안군,전북,지방,창업·농어업,기반·운영,2.0,2.0,찾지 못함,,,전북형 청년친화 기업 육성,0.564
47910002026300DE,청년농업인 R&D 기술창업 통합관리 지원,전북부안군,전북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
4390000202330106,청년 신혼부부 주거자금 대출이자 지원,충북충주시,충북,지방,주거,대상자 지원,2.0,0.0,있음,20250628005400211141,청년 신혼부부 주거자금 대출이자 지원사업,청년 신혼부부 주거자금 대출이자 지원사업,1.12
4390000202630104,청년농업인 소득화 지원(국비),충북충주시,충북,지방,창업·농어업,대상자 지원,2.0,2.0,찾지 못함,,,충주시 청년 구직자 취업 지원,0.646
4400000201930017,지역정착 청년 근로자 인센티브 지원사업,충북제천시,충북,지방,취업·일경험,대상자 지원,2.0,0.82,있음,20250220005400210502,지역정착 청년 근로자 인센티브 지원사업,지역정착 청년 근로자 인센티브 지원사업,1.12
440000020263002A,청년농업인 R&D 기술창업 통합관리 지원(보조),충북제천시,충북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
44000002026300AD,청년리트릿 프로그램 '쉼표하우스',충북제천시,충북,지방,정책기반,기타,2.0,2.0,찾지 못함,,,청년 소셜링 프로그램,0.642
44300002026300B2,청년정책 발굴 및 지원(소멸대응),충북옥천군,충북,지방,정책기반,대상자 지원,2.0,2.0,찾지 못함,,,청년후계농 영농정착 지원,0.62
44600002026300CB,청년농업인 R&D 기술창업 통합관리 지원,충북괴산군,충북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
4470000202530088,주민참여예산(청년참여 사업),충북음성군,충북,지방,참여·권리,기타,2.0,1.1,찾지 못함,,,청년브랜드참여단 운영,0.406
44700002026300ED,청년농업인 R&D 기술창업 통합관리 지원,충북음성군,충북,지방,창업·농어업,대상자 지원,2.0,0.0,있음,,,청년농업인 R&D 기술창업 통합관리 지원,1.0
431100020243008D,청년농업인 영농정착지원,강원화천군,강원,지방,창업·농어업,대상자 지원,1.99,0.79,있음,20250430005400210740,청년농업인 영농정착 지원,청년농업인 영농정착 지원,1.12
6480000200731495,자립준비청년 자립정착금 지원,경남본청,경남,지방,금융·생활안정,대상자 지원,1.98,1.45,있음,20250916005400211695,자립준비청년 자립정착금 지원,자립준비청년 자립정착금 지원,1.12
5390000202330047,청년 주거 및 생활안정사업,경남의령군,경남,지방,주거,대상자 지원,1.98,1.25,찾지 못함,,,자립준비청년 대학생활안정자금 지원,0.642
4680000202230037,익산사랑 자립준비청년 자립정착금,전북익산시,전북,지방,금융·생활안정,대상자 지원,1.98,1.24,있음,20260330005400212330,익산사랑 자립준비청년 자립정착금,익산사랑 자립준비청년 자립정착금,1.12
44500002022300CC,청년 월세 한시 특별지원 사업,충북진천군,충북,지방,주거,대상자 지원,1.98,0.25,있음,,,(국토부) 26년 청년월세 지원사업,0.9
4210000202030118,청년공간열림 운영 지원,강원동해시,강원,지방,정책기반,대상자 지원,1.97,1.97,있음,20250324005400210650,청년공간 열림 운영,청년공간 열림 운영,1.12
3090000202330033,공공기관 실무형 청년인턴 운영,서울도봉구,서울,지방,취업·일경험,대상자 지원,1.97,1.49,찾지 못함,,,서울형 청년인턴 직무캠프,0.62
407000020203026E,말산업 청년인턴 취업지원,경기이천시,경기,지방,취업·일경험,대상자 지원,1.97,0.67,찾지 못함,,,청년 융합기술 창업지원,0.596
63000002019300A3,지역사회서비스 청년사업단,대전본청,대전,지방,취업·일경험,기타,1.97,0.99,찾지 못함,,,청년중독관리사업,0.52
3700000202030024,청년정책 활성화,울산남구,울산,지방,정책기반,기타,1.96,1.53,있음,,,청년정책 홍보사업,0.735
3340000200830206,자립준비청년 자립정착금 지원,부산사하구,부산,지방,금융·생활안정,대상자 지원,1.95,1.09,있음,20260430005400212955,부산 자립준비청년 자립정착금 지원,부산 자립준비청년 자립정착금 지원,1.12
3740000200730826,자립준비청년 자립정착금(도비),경기수원시,경기,지방,금융·생활안정,대상자 지원,1.95,1.9,있음,,,자립준비청년 주거비 지원사업,0.72
4070000202530271,경기청년 사다리 프로그램 운영,경기이천시,경기,지방,정책기반,기타,1.95,1.94,있음,20260908005400213386,경기청년 사다리 프로그램,경기청년 사다리 프로그램,1.12
647000020243021D,청년문화예술패스지원(국가직접지원),경북본청,경북,지방,문화·건강,대상자 지원,1.95,1.95,찾지 못함,,,청년스타트업 지원,0.676
50200002011300E8,경북청년예비창업가육성사업<보조>,경북포항시,경북,지방,창업·농어업,대상자 지원,1.95,1.95,있음,20250901005400211545,경북청년 예비창업가 육성사업,경북청년 예비창업가 육성사업,1.12
5130000201130041,(도비보조)청년예비 창업가 육성사업,경북경산시,경북,지방,창업·농어업,대상자 지원,1.95,1.95,있음,20250901005400211545,경북청년 예비창업가 육성사업,경북청년 예비창업가 육성사업,1.12
429000020183007B,청년농업인 영농정착지원,강원정선군,강원,지방,창업·농어업,대상자 지원,1.94,0.97,있음,20250430005400210740,청년농업인 영농정착 지원,청년농업인 영농정착 지원,1.12
505000020183000D,청년고용 우수 기업체 지원,경북경주시,경북,지방,취업·일경험,대상자 지원,1.94,1.94,있음,,,우수 청년기업 지원,0.752
628000020183027E,청년 어촌 정착지원,인천본청,인천,지방,창업·농어업,대상자 지원,1.94,1.45,있음,,,청년어업인 영어정착지원,0.857
6280000202430111,군복무 인천청년 상해보험 지원,인천본청,인천,지방,금융·생활안정,대상자 지원,1.94,1.94,있음,20260724005400213306,군복무 인천청년 상해보험 지원,군복무 인천청년 상해보험 지원,1.12
354000020243004D,청년창업 재정지원 사업(성인지예산),인천부평구,인천,지방,창업·농어업,대상자 지원,1.94,1.39,있음,20260506005400213174,(부평구) 청년창업 재정지원 사업,(부평구) 청년창업 재정지원 사업,1.12
